,job_description,job_location,job_title,sponsored
98,"Imagine what you could do here. At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish.
The people here at Apple don’t just create products - they create the kind of wonder that’s revolutionized entire industries. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Join Apple, and help us leave the world better than we found it.
Key Qualifications
Three or more years of data analytics experience.
Validated experience with quantitative and financial analysis.
Comfort working with ambiguous and unproven data.
Expertise working with large volumes of data while realizing limitations of small samples.
Big data skills are less relevant than strong eye for business.
Extraordinary analytic, problem solving, written/oral presentation skills.
Aptitude for synthesizing complex data into key components that drive informed decisions.
Attention to detail and comfort with presenting to leadership.
Flexible and able to multitask in a deeply dynamic business.
Comfortable working cross-functionally, and across organizational levels in global geographies.
Description
In this role, you will regularly balance ad-hoc requests with long-term projects and initiatives. We are looking for the ability to see beyond the data and translate information into actionable business insight. We value fluid transition from an investigative to a big picture perspective, adjusting to the audience and objectives. Work to identify, evaluate and prioritize opportunities for operational improvements.

Education
BA/BS in mathematics, economics, statistics, engineering, operations research, or related quantitative social/physical science MBA/MS a plus
Apple is an equal opportunity employer that is committed to inclusion and diversity. We also take affirmative action to offer employment and advancement opportunities to all applicants, including minorities, women, protected veterans, and individuals with disabilities. Apple will not discriminate or retaliate against applicants who inquire about, disclose, or discuss their compensation or that of other applicants.","Santa Clara Valley, CA",Business Analyst,False
99,"Given the growth that Efficio is going through, we are looking for Business Analysts (BAs) to provide support to project teams working on consulting assignments.

Business Analysts roles are targeted at graduate entry level candidates and are the first step into management consulting.

Although based out of our New York office, our BAs will be on client site up to 4 days a week and therefore need to be flexible to travel.


Working under the guidance of an experienced consultant, their key role is to collect, analyse and synthesise data from a variety of sources. The insights and understandings from their analysis provide important inputs to the project team's recommendations and solutions.


BAs also provide input to client presentations, and work with other team members on day-to-day delivery of projects - for example, they may assist with developing and issuing RFPs and evaluating proposals from suppliers. They interact with clients and their suppliers as needed.


BAs are typically involved in client facing projects at client sites from day one, so they need to be able to learn fast and get up to speed quickly and work effectively under pressure. They must be able to work independently, while also being team players who are willing to contribute wherever needed to ensure the success of the project. The ability to prioritise their work effectively in the face of sometimes competing demands is also essential.


BAs are expected to challenge existing ways of doing things and suggest new ideas. However, they are also expected to be able to justify their conclusions and recommendations with relevant experience and rigorous, fact-based analysis.


Efficio has a collaborative, supportive culture where performance is recognised and success is celebrated. BAs are supported to continually develop their skills and expertise through a comprehensive training and development programme including formal training (through the Efficio Academy), on-the-job training, and coaching and mentoring from experienced consultants and Efficio executives. The opportunities and support that come from a role as an Efficio BA make it an unmatched springboard into a top-tier consulting career.

Essential RequirementsAn exemplary academic background; preferably with a top degree in Engineering, Science, Business, or Economics


Must have the right to work in the USA

Desirable RequirementsStrong analytical skills and problem solving ability


Ability to isolate key issues and draw sound conclusions


Proficiency in the use of Excel and PowerPoint


Proactive, inquiring approach


Strong communicator with the ability to influence stakeholders","New York, NY",Business Analyst - New York,False
100,"Bonobos is looking for a Business Analyst who is hungry to join our Data Products and Insights team as we continue to invent the future of retail.

With plenty of projects coming down the pipeline and exciting challenges abound, it is a great time to join our team. In this role you will be working as an internal management consultant. You'll work with leaders across many teams teams: Merchandising, Planning, Product, Marketing, Operations, Finance, Customer Experience, etc. to identify business processes that can be optimized. You'll scope, ""sell,"" and complete analyses (with help from the rest of the team) in order to drive revenue growth.

You will work on the Data Products and Insights team, along with Data Scientists, Analysts, and Engineers. You'll complement the current team by bringing a consulting/strategy background, complete with expert communication and presentation skills.

What you'll do…


Identify and scope high impact projects that directly affect topline business growth
Think critically about business questions and the data/tools available to answer them
Perform analysis ranging from understanding entire business units and user journeys to deep dives into specific product experiments and feature launches
Understand the decisions being made by other teams, and how to use data to better inform them
Analyze customer transactional data, web browsing behavior, and marketing data

You…


Are equipped with 2+ years of experience in an analytic and strategic role (management consulting and/or corporate strategy experience strongly preferred)
Have 1+ year of experience using SQL (strongly preferred)
Have the ability to use data to optimize performance and inform future strategies
Are business savvy, have a knack for intuiting the value potential of a project, and the means to find data in support (or rebuttal) of your hypothesis
Have strong quantitative and qualitative analysis skills, and are well versed in financial analysis metrics (ROI, margin, etc.)
Can build a slick spreadsheet model without touching your mouse, and whip up comprehensible slides in short order
Are positive and love working collaboratively with people
Communicate effectively (verbal & written) and are able to sell ideas and clearly explain findings

We…


Work hard because we love what we're building, but also believe in balance
Are located in the Flatiron District in the heart of Manhattan
Are a collaborative & close-knit team
Are an environment that values honesty, transparency and empathy
Host random acts of team-wide fun including bar nights, Camp Bonobos, and Ninjapalooza
Are excited to hear from you

","New York, NY",Business Analyst,False
101,"Business Analyst - ADBK27809
Job ID: ADBK27809 Location: Foster City, CA Position: 1 Position Visa Status: USC or GC
Please send your profile to us at hr@adbakx.com","Foster City, CA",Business Analyst - ADBK27809,False
102,"Temporary, InternshipJob Description:
Customer Value
The mission of the Customer Value team is to identify and chase new opportunities founded in our customer data to deliver value across our Consumer, Advertising and Professional Information Businesses. We analyze the customer lifecycle, partner with business and technology stakeholders, and identify innovative data questions that nobody else is answering. These questions transcend business unit boundaries and transform the ways we deliver value to our customers. We launch new ways of collecting data and ensure that we optimize it to supercharge revenue across our business.
Responsibilities
Execute the Customer Value strategy to deliver data-driven revenue growth across our Consumer, Advertising and Professional Information Businesses.
Work with editorial, product and marketing teams to identify new opportunities to collect customer data within our content strategy.
Analyze customer data to identify opportunities to maximize value (product upsell / cross sell / new proposition development).
Work with advertising to define new propositions, formats and custom audiences grounded in our customer data.
Application Requirements
Undergraduate or Graduate Students with a Major in Business, Marketing, Engineering or related major.
Strong analytical, strategic and creative problem solving skills.
Excellent communication and interpersonal skills for a complex organization.
An understanding of tools and techniques used in marketing/sales.
An ability to translate data and insight into a value-driving business plan.
Organized with meticulous execution abilities to turn around projects at short notice.
Dedication to the customer and a curiosity about consumer behavior and preferences.
A healthy skepticism of the status quo
We're looking for candidates who are working towards a bachelor's degree with at least one year of school completed.
Application Deadline: November 30th, 2018
Dow Jones , Making Careers Newsworthy
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, or disability status. EEO/AA/M/F/Disabled/Vets .
Dow Jones is committed to providing reasonable accommodation for qualified individuals with disabilities, in our job application and/or interview process. If you need assistance or accommodation in completing your application, due to a disability, please reach out to us at TalentResourceTeam@dowjones.com . Please put “Reasonable Accommodation"" in the subject line.
Business Area: CUSTOMER EXPERIENCE
About Us
Dow Jones is a global provider of news and business information, delivering content to consumers and organizations around the world across multiple formats, including print, digital, mobile and live events. Dow Jones has produced unrivaled quality content for more than 125 years and today has one of the world’s largest news gathering operations globally. It produces leading publications and products including the flagship Wall Street Journal, America’s largest newspaper by paid circulation; Factiva, Barron’s, MarketWatch, Financial News, DJX, Dow Jones Risk & Compliance, Dow Jones Newswires, and Dow Jones VentureSource.Dow Jones is a division of News Corp (NASDAQ: NWS, NWSA; ASX: NWS, NWSLV).
If you require assistance in completing the online application, please contact the Talent Management team for Application Help at TalentResourceTeam@dowjones.com
JobReq13816","New York, NY 10176 (Murray Hill area)",Summer 2019 Customer Value - Business Analyst Internship,False
103,"$60,000 - $90,000 a yearContractBusiness Analyst with Agile ScrumLocation: Dallas, TXNo of Positions: 2Rate: 30-55/hoursCompany: Progress Tech Solutions is a veteran owned Technology Consulting company based out of Dallas, TX. PTS collaborates with F500 clients to recruit world-class talents in business and technical domain to fulfill client requirements.Job Description: We arelooking to hire highly experience Business Analyst with manual testing experience for our Dallas, TX client. We are actively interviewing qualified candidates to fill 2 open spots in different locations.Basic QualificationsShould have GC EAD, GC and Green CardShould be able to re-locate out of stateGood requirement elicitation, analysis and documentation experienceGood prototyping/design skillsCan write manual test documents like test cases and testing scenariosResponsibilitiesSchedule, facilitate, document and communicate client meetings/workshops, scrum ceremonies for small to medium range projectsCollaborate with the team of Stakeholders, SMEs, Developers, Testers and POs to capture and groom requirements in agile environmentCapture business and functional requirements in form of user stories and acceptance criteriaCreate GAP analysisRequirements gathering, functional requirements, user stories and documentation business/data/application/technology architectures, requirements and business rulesBusiness process modeling and data modeling techniques and expertise will be plusDocumenting and explaining problems and works to resolve software defects while ensuring technical compatibility and end-user satisfactionSalesforce or SAP CRM admin of development experience is huge plusGood understanding of N-Tier architectureIf you are interested in this opportunity, please apply here or forward your resume/fill in application to jobs@progresstechsolutionsdotcomPTS would like to thank all applicants, however only those who qualify for an interview will be contacted.PTS is an equal opportunity employer.Job Type: ContractSalary: $60,000.00 to $90,000.00 /yearExperience:Business Analysis: 1 year (Preferred)Education:Bachelor's (Preferred)Work authorization:United States (Required)","San Francisco Bay Area, CA",Business Analyst,False
104,"We are offering full-time positions to highly-motivated, tenacious career-seekers at our company headquarters in San Antonio.

Business Analysts spearhead Labatt’s many continual improvement efforts by identifying problems and opportunities, making detailed assessments through interviews and quantitative analyses, working with internal software developers to codify robust, standardized processes and tools, and finally by working with business people to drive cultural and procedural changes. Business Analysts at Labatt follow our own specialized change management methodology that gains its inspiration from the tenets of Lean and Six Sigma as well as the philosophies of Demming and Drucker. By interfacing extensively with executives, operational managers, employees, engineers, vendors, and customers, Analysts are truly poised to gain dramatic insight into the food industry at large, and more importantly, into Labatt’s highly differentiated poise within the industry.

As an Analyst at Labatt, you will:

-Manage software development processes using Lean Startup and Agile methodologies-Aid in crafting and executing strategic initiatives-Solve some of the industry’s and our company’s hardest problems-Communicate excellently, assessing problems both abstractly and concretely-Analyze, and help the organization digest, large sources of data with untapped potential-Set individual and team goals and demonstrate the resourcefulness to achieve them-Hold yourself and your teammates accountable to achieving robust success-Live by a philosophy of genchi genbutsu-Learn continuously, through training, mentoring, and a strong culture of high-level reading
Your direct manager is a corporate-level executive in one functional area of the business. Analysts who succeed at Labatt will settle for nothing less than the best, and have demonstrated this disciplined, accountable focus time and again in previous experiences, whether academically or at the workplace. A competitive undergraduate degree with outstanding marks is required. The Analyst position demands core values that constitute our company culture, including: a strong focus on excellence, hard work, integrity, teamwork, and customer-orientation.
Here is the link to our online application: http://apply.labattfood.com/","San Antonio, TX",Entry Level Business Analyst,False
105,"$60,000 - $65,000 a yearPlease DO NOT apply for this job through Indeed.com. Applications will only be accepted through the Official City of Albany Online Application Portal linked below.Anyone interested in applying for this position should do so on the City of Albany, NY Official Online Application Portal: https://jobs.albanyny.govThe City of Albany has a residency requirement for all new employees. All applicants for this position must either live in the City of Albany, or be willing to move to the City of Albany within 180 days of their start date. Employees must then remain residents of the City of Albany for the duration of their employment.DISTINGUISHING FEATURES OF THE CLASS: An employee in this class is responsible for the development of information systems through review, assessment, and development of business processes with a focus on the effective use of resources, both people and technology. This includes assessing technology needs and determining where improvements can be made to meet changing business requirements. The incumbent acts as a liaison combining business-planning expertise to analyze and translate a user, department or any other entities business requirements into system deliverables and/or business process changes utilizing available technology where appropriate as well as helping to develop new systems when necessary. Incumbents act as a change agent to help facilitate effective deployments/modifications to current practices, as well as help plan Information Technology strategies to anticipate future needs. Work is performed under general supervision of the department head, with leeway allowed for the use of independent judgement.TYPICAL WORK ACTIVITIES: (Illustrative Only)Identifies modifications and improvements to enhance system efficiencies and performance of existing system features;Maintains system protocols by writing and updating procedures;Assists users in understanding their business processes as they relate to current systems;Determines operational objectives by studying business functions, gathering information, evaluating requests and proposing recommend solutions;Formulates ideas for the proposed system inclusive of organizational factors, financial considerations, viability of the system to meet the needs if the agency and the impact of new or modified system on the organizations;Supports system users by interpreting technical information;Monitors project progress by tracking activities, attending project meetings, managing change and ensuring systems are fully documented prior to project close;Tests and validates system changes to ensure conformance to business requirements and recommends enhancements;Analyzes existing system logic difficulties and determines information technology solution;Visits user job sites to analyze and offer proposed solution in a production environment;Confers with departmental, agency or jurisdiction staff to determine current operations and to define the information processing needs, goals and problems;Ensures that documentation is kept up-to-date periodic review;Collaborates on Lean process improvement projects by making process maps, collecting data, and identifying opportunities for improvement and increased efficiency;Performs related work as required.FULL PERFORMANCE KNOWLEDGE, SKILLS, ABILITIES AND PERSONAL CHARACTERISTICS:Through knowledge of computer programming operations, organization structure, work flow analysis;Through knowledge of currently supported system;Good knowledge of the principles and practices of system analysis and system design;Working knowledge of documentation procedures, testing criteria and security considerations;Ability to convey information in a professional manner;Ability to communicate effectively with both users and technical personnel;Ability to communicate effectively both orally and writing;Ability to analyze qualitative and quantitative data;Ability to gather data through observation, interview and research;Ability to plan and direct the work for others;Ability to problem solve by analyzing the entire picture, problem and solution;Ability to organize and prioritize projects;Ability to plan and supervise the work of others;Strong attention to detail;Cooperative;Initiative;Good judgement;Resourcefulness;*MINIMUM QUALIFICATIONS:Graduation from a regionally accredited or New York State registered college or university with a Master’s Degree and one (1) year of related experience in business analysis, information technology, project management, or related field; OR**Graduation from a regionally accredited or New York State registered college or university with a Bachelor’s degree and three (3) years of related experience in business analysis, information technology, project management, or related field; OR**Graduation from a regionally accredited or New York State registered college or university with an Associate’s degree and five (5) years of related experience in business analysis, information technology, project management, or related field; OR**Graduation from high school or possession of a high school equivalency diploma and seven (7) years of related experience in business analysis, information technology, project management, or related field; OR**An equivalent combination of training and experience as defined by the limits of above.Job Type: Full-timeSalary: $60,000.00 to $65,000.00 /year","Albany, NY 12207",Business Analyst,False
106,"Temporary, InternshipWe believe in the power of data to transform how people make decisions. Our data and products help our broad array clients - leaders of progressive political campaigns and Fortune 100 companies - to make better decisions around buying TV advertising.
We're looking for someone for our internship program with a strong predisposition to analysis who wants to explore a potential career in business analytics. We'll teach and explain concepts to you, and you'll in turn be able to help explain these ideas to our clients. Core responsibilities would be to make and deliver clean and informative presentations and summaries for our broad range of clients.
You're the kind of person who:
Loves to learn - you can't fit enough classes into your course load and are continuously reading about new disciplines
Constantly consumes information (breaking news, technology developments, the works)
May have built a spreadsheet to evaluate an important life decision
Requirements
Desire to learn and develop
Attention to detail, pride in high-quality work
Familiarity with fundamentals of statistics and analysis
Strong written and verbal communication skills
Succinct writing
PowerPoint (not just familiar, but strong)
Word (not just familiar, but strong)
Things that will make us really excited
Excel (for data analysis and creating clean tables for presentations)
Background or coursework in Business/ Economics/ Statistics
Previous internship in marketing or consulting
Familiarity with basic tools for statistics and analysis (SQL, Python, R)
Data visualization (Tableau, R)
Benefits
Join a mission-aligned team dedicated to delivering outstanding work to clients and fostering individual growth
Work that provides structured projects that introduce, develop, and hone relevant industry skills, while also giving space for self-directed and collaborative exploration of new ideas, tools, and skills
Exposure to a variety of high-impact business problems
Easily accessible location in Flatiron, just a few blocks from Union Square
A kitchen stocked with soda, yogurt and other snacks","New York, NY",Business Analyst Intern,False
107,"Why Work at NectarNectar Brand, DreamCloud's first brand, is the fastest growing online mattress brand in the U.S. and DreamCloud, Nectar Brand's parent company, is possibly the fastest growing company in the U.S. We have built a distributed company with minimal bureaucracy. Every part of the company is built around growth, experimentation, and velocity. If you believe in the importance of data-driven decision making, have a growth mindset and a truly customer centric orientation, we might just be the right company for you.Business Analyst - MarketingNectar is looking for candidates to work with our Marketing team to help build first class analytic systems and provide data driven insights to drive growth in the business. The ideal candidate has strong business and technical acumen and is able to effectively work with teams from across the organization to achieve objectives. This role will focus on multiple areas including, ad-hoc requests, campaign attribution, and building reports and dashboards in Tableau to help provide easily consumable and insightful analysis.ResponsibilitiesInteract with cross functional teams to develop KPIs and measurement planDesign and implement tracking solutions for our sites to ensure data completenessBuild and maintain data systems for reporting and ad-hoc analysis of web trafficModel data from varying datasets to answer complex business questionsContinually iterate to ensure existing solutions maintain accurate, actionable dataBasic QualificationsBachelor’s or advanced degree in Computer Science, Math, Economics or other related fields3+ years experience in an analytical role3+ years working with data systems such as databases, ETL tools, etc.Experience with Redshift or BigQuery a plusExperience working with data visualization tools (Tableau, Looker, etc.)Advanced proficiency with SQLAdvanced proficiency with ExcelProven track record working across functions on challenging large scale projectsExcellent written and verbal communication skillsLocation: RemoteJob Type: Full-timeEducation:Bachelor's (Required)","New York, NY",Business Analyst - Marketing (Remote),False
108,"$80,000 - $85,000 a year5-8 years of experience as business analyst for application development.1-2 years of experience in legal domain for application customization, configuration, process analysis & design.__· understanding__ of various legal operations like Matter management, eDiscovery, Legal Compliance, IP & Securities· Understanding of software development methodologies__ & latest technologies in legal domain.· Worked with multiple stakeholders and counsels office to understand & details out the business requirements__· Experience of working with application development team for system design by analyzing requirements, constructing workflow charts and diagrams__; studying system capabilities, writing specifications· Have conducted and documented legal business functional and technical requirements_, developed user stories, created process flow diagrams_ and user casesAbility to track of the development cycle, conducting UAT__, status update & conduct business review meetingsJob Type: Full-timeSalary: $80,000.00 to $85,000.00 /yearExperience:Business Analysis: 5 years (Preferred)System Design: 2 years (Preferred)business analyst: 5 years (Preferred)","Sunnyvale, CA",Business Analyst – Intellectual Property Enforcement,True
110,"Banyan Water is an industry leading smart water management company. Our mission is to deliver water technology solutions that will affect and inspire change in the global environment and economy. We are private equity backed and ready for growth. Our customer base includes Fortune 500 and leading real estate companies.Banyan Water has an immediate opening for a Product Business Analyst. This position is critical to the success of our early-stage start-up and we are seeking a true leader who can define business requirements and drive future scope of our product. This individual is innovative, tenacious, and passionate about leveraging data to positively change our use and understanding of waterThe Product BA will play a critical role in our designing our water management software. Leveraging a big data platform, predictive analytics, and marketing tools, this role will be the nexus of product requirements and design for critical customer facing products in the organization. This person will work closely with the engineering, water management, sales teams, and technology partners to ensure we have detailed requirements, design wireframes and well-documented backlog that fits the market needs and exceeds customer expectations. The position will be located in Austin, Texas (78758).Product Requirements and Design Capabilities:Analyze, documents and designs core requirements for Banyan Water Central, our data first/water first software platform.Gather, analyze, validate applicable information from internal and external sources (inclusive of customer feedback and market trends) to identify unmet customer needs and gaps in competitor’s products to find white space for innovative product offeringsCollaborates with multiple stakeholders to uncover and develop emerging ideas and proposals into innovative solutionsDevelops strong quantitative and qualitative value proof for product innovations including but not limited to expected operational metrics, expected benefit expense metrics and financial business cases for Banyan and potential clientsProject Management CapabilitiesThis role will be required to manage 1 - 2 large, complex product innovation projects at a time with only minimal project / program support using a defined, stage gate based agile project management processConvenes and leads appropriate cross-functional project meetings (e.g., kick-off, update, grooming sessions, stage gate review) on a timely basis with Banyan leadershipOperational CapabilitiesWorks in collaboration with water management operations and sales to operationalize product innovationsTranslate product features and requirements into clinical and other support operations that will be executed in a matrixed organizationDocuments product operations from product vision to detailed executional expectations in a manner that facilitates rapid implementation of pilots and product launchesExperience and Requirements: 3+ years of professional experience2+ years of practical product management experienceBachelor’s Degree preferably in computer science, engineering, or technologyDemonstrated analytical acumenProven track record of operating and navigating in a fast-paced start-up environmentSelf-motivated and able to work with little direct supervision and drive results with disciplined follow-thoughStrong strategic thinking and business acumen with the ability to align marketing related strategies and recommendations with business objectivesAdaptable and flexible style of collaborating with key stakeholders in setting directionHigh integrity with a reputation of a trusted confidential advisor and partnerExpertise in using competitive intelligence, market research and voice of the customer data to drive strategic product planExperience in working directly with customers to assess requirements and understand needs10% TravelJob Type: Full-time","Austin, TX","Business Analyst, Product",True
111,"What you will do:

Position will be liaison between the global business and IT on several SFDC projects. Must be an SME of the SFDC platform. Must have good relationship building skills as you’ll be working with many people in varying levels of authority dispersed in different organizations around the globe. Must be a self-starter and able to navigate an environment that at times will not be able to provide all of the information you’ll require (i.e., you’ll have to get it). Must be a problem solver with the ability to act tactically and think strategically. TRS is looking for people who want to be part of a growing team and part of an exciting and evolving organization. Work hours are primarily EST-based but flexibility is needed at times to accommodate a global audience. No pre-defined travel but the ability to travel when needed is a must.

Work with various Retail business functions & IT to extract requirements
Convert requirements into the development of value-added solutions
Provide SFDC training to Retail Solutions users: 1:1 and Group settings
Design and document system enhancements as needed
Provide direct user support (e.g., problem resolution, answering questions)
Stay current on the latest trends in sales force automation tools and SFDC developments, best practices and new product features and advise Retail Solutions leadership on their impact to the business

How you will do it:
Maintain close alignment with Retail Solutions leadership team and regional sales transformation leaders
Liaise with IT to manage process of system changes, upgrades, maintenance and data migrations
Work closely with IT to influence future system changes to reflect changes to the business
Support leadership with project updates thru reporting (verbal and written)
Drive the creation and maintenance of process documentation for activities which reside within team in order to drive standardization and best practices
Embrace a business focused and results oriented approach to getting work done
Perform various ad-hoc assignments

Qualifications

What we look for:

REQUIRED:

Bachelor’s Degree required
MS Office skills
SME in SFDC
Good communication skills; develop and give presentations effectively
5+ years of related experience; ability to organize & manage multiple priorities simultaneously; strong analytical skills
Ability to convey technical processes to business partners in a clear and meaningful way
Demonstrate ability to identify and implement change, adhere to deadlines, provide value-added analyses to assist leaders to make informed decisions
Strong analytical and problem-solving skills with a proactive and solution-oriented approach toward business issues
Ability to build rapport, cultivate strong working relationships and drive collaboration across teams
Resourceful self-starter who can work with minimal supervision
Demonstrate commitment to continuous improvement in a dynamic environment, striving to exceed expectations
Strong interpersonal, written, and verbal communication skills; comfort in operating within a dynamic, complex and matrixed organizational structure; ability to establish credibility throughout the organization in processes and people by demonstrating Tyco Retail Solutions Values


Johnson Controls is an equal employment opportunity and affirmative action employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, age, protected veteran status, status as a qualified individual with a disability, or any other characteristic protected by law. For more information, please view EEO is the Law. If you are an individual with a disability and you require an accommodation during the application process, please visit www.johnsoncontrols.com/tomorrowneedsyou.

Job Sales & Marketing
Primary LocationUS-FL-Boca Raton
Organization Bldg Technologies & Solutions
Overtime Status-Exempt","Boca Raton, FL",Sales Operations Business Analyst,True
112,"PRIMARY DUTIES AND RESPONSIBILITIES
Assist with the development and ongoing reporting and analyses of operational reports for The Center for Information, Analytics and Insights (CIAI).
Aggregate disparate data sources through Microsoft Excel and Access, Business Intelligence applications and syntax to develop historical trends and metrics to predict future performance.
Facilitate SullivanCotter data governance processes and standards to ensure common data attributes are updated and maintained on defined schedules.
Assist in identifying and documenting business system features and enhancements and perform related testing activities.
Liaison with CIAI stakeholders to ensure clear understanding of business performance drivers and achievement to date.
Assist with defining the business case of new initiatives by drafting, managing feedback and finalizing business requirements.
Ensure various data and reporting solutions meet the needs of internal and external stakeholders.
Facilitate defined data governance processes and standards including but not limited to:
Document and manage standard common data attribute definitions across the firm.
Define and maintain the methodology for which data are audited and updated.
Utilize various external data sources and publications to ensure definitions and data are as robust as possible.
Review data for errors and anomalies to maintain data integrity.
Generate custom data sets utilizing this standard data.
Document and coordinate the flow of these data elements between various systems; enabling a single, centralized source of truth.
Define and develop a maintenance plan for which updated data for these elements is pulled from various sources according to specified timing.
Participate in ongoing meetings with various internal stakeholders.
Reporting and analysis of operational reports including but not limited to:
Build status reporting tools utilizing data from multiple relational databases.
Develop standard report templates to streamline the development of additional reports.
Automate the daily updating of status reports and troubleshoot when update errors occur.
Understand ongoing requests and translate them into custom status reports for team members and other stakeholders.
Define and implement ways to streamline the data intake process to minimize manual effort involved in keeping statuses of various data elements up-to-date.
Participate in system design, feature and function requirements and process definition.
Participate in other team activities as assigned, including but not limited to:
Assist stakeholders with troubleshooting of system processing and reporting issues as needed.
Maintain user confidence and protect confidential information.
EDUCATION AND EXPERIENCE REQUIREMENTS
Bachelor’s degree.
Minimum of three years’ experience working with significant data management responsibilities or software and analytic tools.
Advanced understanding of data management and analytics. Knowledge of health care related data is a plus.
Advanced knowledge of Microsoft applications including Access, Word, Excel, Project and Outlook. Experience with Oracle business intelligence report writing and analytics is a significant plus.
Knowledge of relational database reporting tools, ODBC connections, SQL and syntax writing is required.
Proven experience aggregating multiple disparate datasets and automating reporting and analytics.
Advanced investigational skills, attention to detail, accuracy and ability to manage and prioritize multiple tasks.
Strong individual contributor, but equally as strong team player that focuses and supports group results.
Must be able to work independently, prioritize and make sound business decisions.
Must be available periodically on weekends or evenings to support user testing.
BEHAVIORAL ATTRIBUTES
Communicate with others in a respectful, courteous manner while simultaneously building credibility and rapport.
Present clear and accurate information and updates to clients, colleagues and leaders; adapts presentations to fit audience.
Communicate effectively with IT programmers to investigate and resolve issues or to design and implement system improvements.
Anticipate, understand and address client needs by taking ownership of and initiating action on client requests and concerns.
Establish client confidence by developing and maintaining professional working relationships; utilize resources to accomplish goals and meet client and team needs.
Prepare accurate information based on client requests or needs.
Provide excellent client service in multiple assignments.
Utilize critical thinking skills to build upon current solutions to provide additional value to team members and clients.

Applicants for employment must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States (i.e. H1-B visa, F-1 visa (OPT), TN visa or any other non-immigrant status).","Minneapolis, MN",Business Analyst,True
113,"$35 - $40 an hourContractAre you ambitious, reliable, and experienced in business? Robert Half Technology is looking for a talented, customer-oriented Business Intelligence Analyst to fill an available position at a growing, dynamic company in the Healthcare, Hospitals, Social Assistance industry. Should you choose to apply, you ought to possess a strong technical skill set and be comfortable with the interpersonal aspects of the position. Based in the West Palm Beach, Florida area, this Business Analyst role is a long term temporary-to-fulltime opportunity.

Responsibilities


Partner with designers on wire-frames, interactions, and user flows
Work in close partnership with development team to invent and analyze product requirements to meet business goals
Test and implement new corrections and improvements, working with development and QA teams
Craft comprehensive user stories and profiles
Assess and review business, technical, and functional requirements
Establish creative and accessible solutions for new product requirements
Develop customer-focused documentation for software solutions

To apply, please email your resume' to craig.martinov@rht.com


Proficiency in unified modeling language
Documentation experience preferred
Visual Studio experience, SSRS, T-SQL
Workflow processes experience highly desired
Comprehensive knowledge of Microsoft SQL Server
Experience developing requirements and product specifications for new or existing applications
Experience integrating with API backends
Mindful consideration of usability and application performance considerations

","West Palm Beach, FL 33407",Business Intelligence Analyst,True
114,"The Jr. Business Analyst will be responsible for working with clients and documenting their needs. The ideal candidate will have experience in requirements gathering as well as proficient knowledge in excel. Ability to create and maintain a requirements specifications document and project plan. The candidate should also be detail oriented organized and reliable.

Responsibilities

Develop Excel based analytical models for clients
Should be able to deliver on time
Participate in team meetings to provide ideas to achieve the goals of the clients
Minimum Requirements

1+ years of experience
Ability to gather and document client requirements / develop project plan
Detail oriented and able to work well independently as well as a lead the team
Demonstrated written and oral communication skills",United States,JR. BUSINESS ANALYST,False
115,"Why Work at NectarNectar Brand, DreamCloud's first brand, is the fastest growing online mattress brand in the U.S. and DreamCloud, Nectar Brand's parent company, is possibly the fastest growing company in the U.S. We have built a distributed company with minimal bureaucracy. Every part of the company is built around growth, experimentation, and velocity. If you believe in the importance of data-driven decision making, have a growth mindset and a truly customer centric orientation, we might just be the right company for you.Business Analyst - WebNectar is looking for candidates to work with our Product team to accelerate ideation and testing and help drive growth for the business. The ideal candidate has strong business and technical acumen and is able to effectively work with teams from across the organization to achieve objectives. This role will focus on multiple areas including, ad-hoc requests, pre and post test analysis, experiment design, test implementation and QA, reporting on test results, and consultation with the product team on testing best practices.ResponsibilitiesInteract with cross functional teams to develop KPIs and measurement planDevelop testing best practices to be utilized across the whole businessPerform initial analysis and estimation for all test opportunitiesDesign and implement tracking solutions for our sites to ensure data completenessWork with our Product and Engineering teams on implementation and QA as well as monitoring of in progress testsBuild and maintain data systems for reporting and ad-hoc analysis of test resultsDevelop additional insights and ideas to be testedContinually iterate to ensure existing solutions maintain accurate, actionable dataBasic QualificationsBachelor’s or advanced degree in Computer Science, Math, Economics or other related fields3+ years experience in a analytically focused testing role3+ years working with A/B testing tools such as Google Optimize, Optimizely, etc.Experience working with data visualization tools (Tableau, Looker, etc.)Experience with web tracking tools like Google Analytics, Tag Manager, Heap, etc.Experience with databases such as Redshift or BigQuery a plusAdvanced proficiency with SQLAdvanced proficiency with ExcelProven track record working across functions on challenging large scale projectsExcellent written and verbal communication skillsLocation: RemoteJob Type: Full-timeEducation:Bachelor's (Required)","New York, NY",Business Analyst - Product (Remote),False
