text,title
"Overview
Sevatec, Inc. is looking for a Data Visualization/Jr. Data Scientist to be responsible for creating various visualizations and reports. The candidate will also support the senior Data Scientist in modeling complex business problems, discovering new insights and identifying opportunities within the realm of immigration data using statistical, algorithmic, mining and visualization techniques. The Data Visualization/Jr. Data Scientist will work closely with clients, data stewards, project/program managers, and other IT teams to turn data into critical information and knowledge that can be used to make sound agency decisions.
Responsibilities
Provides business metrics using various data visualization tools for the USCIS to show improvements
Prototype and evaluate data visualization tools
Participate in the data discovery processes with stakeholders to identify the business requirements and the expected outcome.
Models and frames business scenarios that are meaningful and which impact on critical business processes and/or decisions.
Identifies what data is available and relevant, including internal and external data sources, leveraging new data collection processes, as appropriate.
Develops innovative and effective approaches to solve client's analytics problems and communicates results and methodologies.
Works in iterative processes (following Agile methodologies) with the client and validates findings.
Qualifications
Associates Degree preferably in mathematics, statistics or computer science or related field and/or 5 - 15 years total experience.
Exposure to various statistical techniques
The ability to come up with solutions to loosely defined business problems by leveraging pattern detection over potentially large datasets
Experience with statistical programming tools (e.g. R) and packages (e.g. SAS)
Strong communication and interpersonal skills.

Desired Skills/Experience:
Federal contracting experience, specifically DHS
Related technical certifications
Experience with Agile/Scrum.

Security Clearance: US Citizenship is required along with the ability to obtain an Agency Suitability Clearance.

EEO Statement: Sevatec is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.""",Data Visualization/Scientist - Jr.
"Pinterest helps people find inspiration—for everything from tonight's dinner to next summer's vacation or a dream house down the road. Partners play a big role in making those inspirations a reality, through their organic and paid investment on Pinterest. As a Measurement Data Scientist, you'll work on diverse partner-facing analytical questions to help a variety of Advertising Partners understand and improve the effectiveness of their advertising on Pinterest.

What You'll Do:

Apply expertise in quantitative analysis, data mining, modeling, and the presentation of data to understand how we drive value for our partners.
Partner with cross functional teams, including Measurement, Insights, Partner Analytics, Partner Marketing, Partner Product, and Partner Engineering teams to solve problems, build products based on data, and identify new opportunities.
Report, visualize and communicate results to internal stakeholders and to inform the industry as a whole.
Design, build, and launch new data models of user behaviors for analysis that relates to Partner outcomes and involve in the implementation of the model.
Use various statistical methods to lead research projects from beginning to end, and ensure an efficient execution process.

What we're looking for:

2+ years of data science experience in the advertising or marketing industry.
Strong knowledge in various statistical methods and/or machine learning.
Expertise in working with relational databases, querying language (SQL, HQL), and statistical languages (R, Python).
Ability to develop a research plan and deliver insightful and actionable results.
Ability to work cross functionally with measurement teams, product teams, and other members of the wider analytical teams.

",Measurement Data Scientist
"Associate Data Scientist
Hoboken, NJ

We are seeking an Associate Data Scientist to work as an integral part of the Business Intelligence & Analytics team in Information Technology that is responsible for key global data integration, delivery data insights through BI tools, planning modelling, statistical tools and data visualization solutions. The candidate will have a passion for data, and a desire to find the patterns/answers present in Wiley datasets and external data sources in order to help drive business analysis, objectives and make data-informed decisions.
The Associate Data Scientist will: perform mathematical, data-driven business analysis using different tools; provide statistical analytics on customers, products and services; provide business analysis support working across business functions including Finance, Planning, Technology, Product Development, Sales and Marketing to deliver key insights for the businesses. Other key responsibilities include but are not limited to:
Draw conclusions from research/analysis and effectively communicate findings to business and technology leadership and colleagues
Perform ad-hoc analysis against key internal and external datasets to recognize patterns, behaviors and clusters/networks
Create visualizations to depict the data patterns identified through data science methods/tools
Contribute to on-going evaluation and development of key performance indicators and drivers for the company against key dataset using analytic practices and tools
Develops additional technical competencies and subject matter expertise within core functional groups
Documenting the types and structure of the business data (logical modeling) and lineage.
Leverage geospatial analysis and tools to help the business with understanding geographical customer patterns and optimize sales territories to derive operational efficiencies.
Assist the Sales and marketing teams formulate, measure and track KPIs that align with Business Strategy. Assist the teams with automation of workflows
Analyzing and mining business data to identify patterns and correlations among various data points
Mapping and tracing data from system to system in order to solve a given business or system problem
Requirements analysis and documentation
Identify and define problems, evaluate alternatives and implement effective solutions
Collaborate with analytic teams to deliver solutions in a timely manner.
Data Research/Analytics:
Access various data sources across the enterprise to pull data, transform the data to standardize variables and consolidate to prepare for reporting and analysis.
Perform ad hoc analyses and data extraction requests
Extract insights from data, assisting in formulating business problems, design the approach and develop the analytics to solve for questions being asked.
Develop insightful analysis and create reports from the data leveraging tools such as QlikSense, SPSS, ArcGIS, etc.
Explore external data sources for enrichment and collaborate with MDM and other teams in leveraging them for ingestion/analysis.
Actively build processes and tools to make data more accessible
Develop presentations, reports and dashboards to share with senior leadership on key findings
Leveraging programming skills in SQL, R, Python, etc. parse/transform key data into useful sets for analysis and integration in data research exercises
Requirements analysis and support:
Able to elicit and verify business requirements using interviews, document analysis, workshops, business process descriptions, use cases, scenarios
Able to represent requirements using alternative views, such as analysis models (diagrams), prototypes, or scenarios, where appropriate
Presents findings in easily understood ways, focuses on how the data analytics fits into the bigger picture
Able to describe the interaction between users and systems (i.e., use case diagrams)
Ability to use graphical tools (e.g., Adobe Photoshop, Paint Shop, etc.) to create more sophisticated/accurate mock-ups for requirements
Growth & Development:
Remain current on data science techniques, data governance standards, best practices and methodologies.
Remain current on technology capabilities and emerging trends
Communication/Relationship Management
Creativity and problem-solving capabilities
Able to identify, report and address conflicts/risks in a timely manner
Able to leverage a wide variety of tools / techniques to facilitate communication
Present information for decision making purposes with minimal direction
High desire for independent continuous learning
Able to multi-task (i.e. working across multiple projects)
Able to coach and guide junior data analysts and interns. Able to assist colleagues within business and technology with various data analysis and research methodologies.",Associate Data Scientist
"The Marketing Junior Data Scientist leverages advanced analytic knowledge and statistical/data mining model to predict customer behavior and segment customer clusters. He/she works with business marketing teams and support to optimize the digital campaigns, analyze the effectiveness of the campaign and estimate the financial impact.

We’re the obstacle overcomers, the problem get-arounders. From figuring it out to getting it done… our innovative culture demands “yes and how!” We are UPS. We are the United Problem Solvers. Our Information Management teams are responsible for designing and supporting data solutions to meet UPS’s rapidly changing business needs. Our team is comprised of individuals who are experts in data management, compliance and governance. We ensure quality, completeness, availability, protection, understanding and effective use of our data assets. Our ability to organize and design the wealth of data we receive each day provides the foundation which enables many of UPS’ core processes.

This position offers an exceptional opportunity to work for a Fortune 50 industry leader. If you are selected, you will join our dynamic technology team in making a difference to our business and customers. Do you think you have what it takes? Prove it! At UPS, ambition knows no time zone.

Responsibilities and Duties

Develops descriptive and predictive models for customer value estimation and behavior estimation
Works with peer marketing team to support digital campaigns and leverage the analysis or advanced models
Turns disparate data into coherent audiences based on complex relationships
Mines data to build propensity models
Mines data to support the analytics team to build out performance measurement
Measures the effectiveness of digital campaigns and estimates financial impact
Supports digital campaign markets data platform and integration
Knowledge and Skills

3+ years' experience in machine learning/statistical modeling (e.g., classification model, cluster models, etc.)
3+ years' experience in big data or customer data platform environments
Deep experience with Python or R
Advanced experience in database/table concepts and constructs, including cloud computing environment
Deep experience in Hive, Spark, SQL and other big data skills
Knowledgeable on digital campaigns, digital audience management and digital marketing concepts
Master's Degree (or internationally comparable degree) in Computer Science, Mathematics, Statistics, Data Science or related field - Preferred

UPS is an equal opportunity employer. UPS does not discriminate on the basis of race/color/religion/sex/national origin/veteran/disability/age/sexual orientation/gender identity or any other characteristic protected by law",Data Scientist
"$122,000 - $155,000 a year (Indeed Est.) Job Description and Responsibilities
Interactive Brokers Group (IBG) is looking for a data scientist. The successful candidate will transform information into insight to drive our continued growth, and to understand how we can service our clients better. The data scientist role combines internal and external sources of data to paint a clear picture of who our clients are, and how they engage with our products and services. Identifying interesting and useful trends in this data, and formulate hypotheses on how we can leverage these trends to improve our offering and grow our client base. You will see your insights turned into action as we test and implement changes to take advantage of your analysis.

Identify, analyze and pinpoint trends and patterns in our data sets that we can leverage to further our growth
Communicate and present your findings to executives and key stakeholders
Work closely with management to prioritize business and strategic objectives using a data-driven approach
Interact with executives and managers to identify information needs based around the products and services we offer to track how they are being used by our clients
Design and improve our data collection and database designs to optimize efficiency and improve the data quality
Acquire data from internal and external data sources that can be used to enhance our data sets and improve analysis
Qualifications
Masters in Computer Science, Mathematics, Statistics
5+ years' experience in a data science or data analysis role
Working knowledge of mining and analyzing data sets to extract meaningful trends, producing meaningful and actionable reports
Experience using statistical programming languages or toolkits for analyzing large, complex datasets
Technical proficiency with optimizing data collection, database design, data mining and modeling/analysis
Strong analytical skills, attention to detail and accuracy
Expert problem solving skills and creative thinking ability
Ability to distill and present key findings to managers and other stakeholders (both technical and non-technical individuals)
Project management skills with experience planning and coordinating full project lifecycle for data and research focused projects
 This is not a position for which non-US work visa sponsorship will be provided.
Company Overview
Interactive Brokers Group, Inc. (NASDAQ GS: IBKR); is a direct access electronic broker catering to the needs of professional and frequent traders, institutional investors, financial advisors, and introducing brokers. Our clients have access to more than 120 market centers in 26 countries from a single account. We are the lowest cost provider of brokerage services and the largest U.S. electronic broker based on daily average revenue trades executing 797,000 trades per day.¹ Our employees are part of a dynamic, multinational, fast-paced, results-oriented team working to provide our customers with state-of-the-art trading technology, superior execution capabilities, worldwide electronic access, and sophisticated risk management tools.

¹Figures as of June 30, 2018.",Data Scientist
"Ellie Mae (NYSE:ELLI) is the leading cloud-based platform provider for the mortgage finance industry. Ellie Mae’s technology solutions enable lenders to originate more loans, reduce origination costs, and reduce the time to close, all while ensuring the highest levels of compliance, quality and efficiency. Visit ‪ EllieMae.com to learn more.

We are looking for a Data Scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better products. Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products. In that role, you will work closely with product management as well as data engineering and application development teams.
Responsibilities & Objectives
Participate in discovery processes collaborating with key stakeholders to identify business requirements and expected outcomes.
Enhance data collection procedures to include information that is relevant for building analytic systems
Perform ad-hoc analysis and present results in a clear manner to a wide audience and key stake holders
Designs experiments, test hypotheses, and build models. Conduct advanced data analysis and highly complex designs algorithm.
Apply advanced statistical, predictive and machine learning modeling techniques to build, maintain, and improve on multiple real-time decision systems.
Collaborate with development teams on deploying models to production environment to support ML-driven product features.
Define business-specific performance metrics to measure model effectiveness. Monitor and improve metrics over time for models used in production environment.
Qualifications and Skills
Great communication skills and ability to convey complex topics to a cross-functional audience
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.
Experience with common data science toolkits, such as R, Weka, NumPy, MatLab, and MLib. Excellence in at least one of these is highly desirable.
Good applied statistics skills, such as distributions, statistical testing, and regression
Experience with data visualization tools, such as D3.js, GGplot, etc.
Proficiency in using query languages such as SQL, Hive, Pig
Experience with NoSQL databases, such as MongoDB, Cassandra, HBase is desired
Masters in mathematics, statistics or computer science or related field; Ph.D. degree preferred
2 or more years of relevant quantitative and qualitative research and analytics experience
#LI-CR1

Ellie Mae is an equal opportunity and affirmative action employer. Women, minorities, people with disabilities, and veterans are encouraged to apply.

We do not accept resumes from headhunters, placement agencies, or other suppliers that have not signed a formal agreement with us.",Data Scientist I - 181127
"Who are you?You are a Quant Jock, you dream about patterns in numbers, patterns that you can act on. You are helplessly inquisitive, and eager to share and must uncover ALL the nuances of your projects. You do not rest until every detail is covered. You are constantly wondering if there is information you missed. You're thorough. You review the literature to learn from peers but don't accept it as-is. You have a passion for people and numbers.Are you ready to try something outside of the norm? Are you ready to make an impact?Who we are...Owned Outcomes (O2) is a software company focused on delivering actionable insights to healthcare constituents like providers and payers to deliver better care at lower cost.Healthcare today is conducted like a horribly inaccurate Markov chain. That is, each piece of healthcare works in a silo from one another, at all times with incomplete information. The result is fragmented care with minimal coordination across providers and healthcare settings. Payment rewards the quantity of services oﬀered by providers rather than the quality of care furnished. We wake up every morning working to solve the problem and make healthcare about the care of the patient. Aligning incentives for providers—hospitals, post-acute care providers, physicians, and other practitioners—allows them to work closely together across all specialties and settings.Why should you join us?Make a difference: Be a part of bridging the business and clinical sides of medicine, intercept care model decisions with the rigor of data sciences and redirect the course of choice with relevant information.Impact: We want to change the world yet we're a small company. No bureaucracy, no politics, pure hustle. Your brilliance, ideas, and work will have a colossal impact on Owned Outcomes, Inc (O2) and the world. You will do powerful work.Complex and Important Problems: What would you do if you could impact the life of the patient? What could you do if you were the person on the other end of the phone when a physician calls? What if you were able to get instantaneous help to those that need it the most? We're looking to do exactly that.Learning Opportunities: You will be surrounded by brilliant people. Period. You will be challenged. Period.What we are looking for:A desire to use technology to enhance the well-being of individuals and to apply this into healthcare.An ability to program in Python, to use statistical techniques to distill stories out of vast reams of data.Exceptional intelligence and an inner drive to surmount all barriers.Exhibit a professional, compassionate, and eloquent approach to your workAn ability to thrive and think through things under pressureA strong attention to details and an appreciation for the complexity and large volume of the data with which you will be workingWhat you bring:An ability to identify and analyze improvement opportunities in building data flows and developing data models to improve operational quality, efficiency, and data accuracyAn ability to deal with imperfections in the data and translate the ideas into adaptive data models supporting long-term solutions and achieving critical business prioritiesNumeracy, an ability to think on your feet, and an ability to articulate complex concepts in brief and simple terms. A great deal of flexibility and creativity, dependability, and technology savviness are preferred.A firm command of data manipulation techniques—Python programming, data visualization, data intuition, etc.Personality or prior experience that brings poise to high stakes conversationsAn ability to confront tough issues in a creative mannerMinimum Qualification Requirements: Minimum 3+ years of relevant work experience in one of the followings: data modeling, data mining, data engineering, data analysis, and machine learning.Working with complex data sets (profiling, cleansing, modeling), to formulate questions and find answers to solve customer problemsProficiency in Python is required (we will test you)A Bachelor’s degree in any discipline of science with a quantitative background, such as Math, Finance, Statistics, Economics, Data Sciences, Epidemiology, Management Information System, etc.Strong analytical and critical-thinking skillsWe need you to interact with colleagues live, so working out of our Las Vegas office location is a must (no telecommuting).**US citizens and green card holders onlyPreferred Qualifications: A master’s degree is preferredSome experience in building predictive modelingExperience with manipulating and analyzing clinical data and machine learning at an expert level is strongly preferredKnowledge of other programming tools (R, SQL) or other statistical tools is a plusApplication Instructions: Please submit:Your GPA (Required)Cover letter. Please write it in response to the following question: ""How would you use data to tell a story?""Resume (Required)Job Type: Full-timeExperience:Python: 3 years (Preferred)machine learning or predictive modeling: 1 year (Preferred)data cleaning, profiling, data mining: 3 years (Required)Education:Bachelor's (Required)Location:Las Vegas, NV (Preferred)Work authorization:United States (Required)",Junior Data Scientist / Data Analyst
"What you'll do
Design, develop and deliver actionable insights to drive growth, improve retention, develop products and increase profitability. Use statistical analysis, data mining and predictive analytics techniques to understand business behavior and identify trends in digital procurement.
Essential Duties and Responsibilities:
Identify appropriate analytical tools and methods. Use advanced knowledge of business analysis to perform basic to highly complex quantitative analyses and modeling in order to help our stakeholders make the right buying decision either in terms of the pricing or supplier choice.
Leverage tools, existing data, and new data to develop robust quantitative models. These models would help us detect anomalies and possibly prevent fraudulent activities across payments data. Using these models we intend to identify buying patterns and behaviors of consumers and optimize buying channels to streamline Source-to-Pay operations.
Interpret the results of analyses to drive insight. Communicate and explain the results of analyses to business partners in a way that is actionable and is aligned to their primary goals and business outcomes.
Core Operations with an emphasis in the business of procurement including Forecasting and setting goals; Monitoring key service metrics, understanding root causes of changes in metrics; Building and analyzing dashboards and reports; Building key data sets to empower operational and exploratory analysis
Exploratory Analysis by Understanding ecosystems, user behaviors, and long-term trends o Identifying new levers to help move key metrics; Building models of user behaviors for deeper analysis
 Service Leadership by Influencing service owners through the presentation of data-based recommendations; Communicating state of business, experiment results, etc. to stakeholders
Data Infrastructure by Working in Hadoop and Hive primarily, sometimes MySQL, Oracle, Tableau and Teradata; Automating analyses and authoring pipelines via SQL and python based ETL framework
Who You'll Work With
Global Procurement Services (GPS) serves the Cisco business functions as the supply chain manager and procurement arm for all non-production, indirect and services spend. GPS is dedicated to strong supplier development and category management capabilities spend management, procurement operations, supplier diversity and procurement risk management. GPS provides an exceptional working and learning environment in which to build careers.
Who You Are
The perfect candidate will have a background in a quantitative or technical field, will have experience working with large data sets, and will have some experience in data-driven decision making. You are focused on results, a self-starter, and have demonstrated success in using analytics to drive the understanding, growth, and success of a product. The ideal candidate is passionate about solving real-world problems. We are looking for you to thrive in a dynamic environment, have big ideas and goals, and believe in experimenting with ideas rather than talking about them.
Our Minimum requirements for this role:
4-6 years' experience in the field of analytics and data science.
8-10 years' experience within the overall BI/Data Architecture field
Bachelors Degree; Preferably have a degree in a quantitative discipline such as Statistics, Physics, Economics, Applied Math, Computer Science, Operations Research, or Computational Sciences, with coursework and projects in machine learning and data analysis.
Deep skills in one or more areas mentioned below,
Platforms: R, MATLAB, H2O, SPSS or SAS.
Databases/DW: Hadoop, Oracle, and Teradata
Machine Learning packages - Caffe, Theano
Programming Languages: SQL, Python, Java, Scala or C/C++
Our Desired Skills for this role are:
You are curious, have a research mindset, love bringing logic and structure to loosely defined unstructured problems and ideas.
You have an understanding of statistical and predictive modeling concepts, machine-learning approaches, clustering and classification techniques, and recommendation and optimization algorithms.
Why Cisco
At Cisco, each person brings their unique talents to work as a team and make a difference.
Yes, our technology changes the way the world works, lives, plays and learns, but our edge comes from our people.
We connect everything – people, process, data and things – and we use those connections to change our world for the better.
We innovate everywhere - From launching a new era of networking that adapts, learns and protects, to building Cisco Services that accelerate businesses and business results. Our technology powers entertainment, retail, healthcare, education and more – from Smart Cities to your everyday devices.
We benefit everyone - We do all of this while striving for a culture that empowers every person to be the difference, at work and in our communities.
Colorful hair? Don’t care. Tattoos? Show off your ink. Like polka dots? That’s cool. Pop culture geek? Many of us are. Be you, with us! #WeAreCisco",Data Scientist - Procurement Transformation
"$67,968 - $126,062 a yearDuties
Summary
The Directorate of Digital Innovation (DDI) is at the forefront of defining the future of digital expertise within the CIA. DDI focuses on developing the workforce with cutting-edge skills, investing in IT infrastructure, and modernizing the way the Agency does business. DDI officers help accelerate the integration of innovative methods and tools to enhance the CIA's cyber and digital capabilities on a global scale and ultimately help safeguard our nation. Learn more about the Directorate of Digital Innovation at https://www.cia.gov/offices-of-cia/digital-innovation/


As a Data Scientist for the CIA, you will organize and interpret data to inform US decision makers, drive successful operations and shape CIA technology and resource investments. Through CIA's global mission, the Agency has access to unique and highly specialized data sets. You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships in large volumes of data. Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at academic and technical conferences as well as collaboration with the Intelligence Community.


For further information and to apply, please visit: https://www.cia.gov/careers/opportunities/science-technology/data-scientist.html

Responsibilities
KEY REQUIREMENTS
US citizenship required (dual national US citizens are eligible).
All positions require relocation to the Washington, DC metropolitan area.
All applicants must successfully complete a thorough medical and psychological exam, a polygraph interview, and a comprehensive background investigation.
All applicants must generally not have used illegal drugs within the last twelve months. The issue of illegal drug use prior to twelve months ago is carefully evaluated during the medical and security processing.
For further information and to apply, please visit: https://www.cia.gov/careers/opportunities/science-technology/data-scientist.html


MAJOR DUTIES


For further information and to apply, please visit: https://www.cia.gov/careers/opportunities/science-technology/data-scientist.html

Travel Required
Occasional travel - Occasional Travel to/from various locations within the Washington Metropolitan Area may be required.
Supervisory status
No

Job family (Series)
0356 Data Transcriber
Requirements

Requirements
Conditions of Employment

.
Qualifications
Minimum Qualifications:
Bachelor's degree.
Experience in a science, technology, engineering or mathematics (STEM) related field, such as:
Computational social science.
Computer science.
Data analytics.
Economics.
Engineering.
Geospatial analysis.
Mathematics.
Operations research.
Quantitative finance.
Statistics.
GPA of at least 3.0 on a 4.0 scale.
Experience with real world data through thesis research, internships, or work experience.
Creativity.
Initiative.
Integrity.
Leadership abilities.
Problem solving skills.
Ability to work in a diverse team environment.
Desired Qualifications:
Advanced degree in a data science equivalent field or sub-field.
Experience working with data rich problems through research or programs.
Experience with computer programming or user experience/user interface.
Ability to successfully complete projects with large or incomplete data and provide solutions.
Strong written and verbal communication skills.
For further information and to apply, please visit: https://www.cia.gov/careers/opportunities/science-technology/data-scientist.html
Education

Bachelor's degree.
Experience in a science, technology, engineering or mathematics (STEM) related field, such as:
Computational social science.
Computer science.
Data analytics.
Economics.
Engineering.
Geospatial analysis.
Mathematics.
Operations research.
Quantitative finance.
Statistics.
GPA of at least 3.0 on a 4.0 scale.

Additional information
For further information and to apply, please visit: https://www.cia.gov/careers/opportunities/science-technology/data-scientist.html


Every career at the CIA is a rewarding one. In addition to serving your country with the certainty that your work makes a difference, the CIA offers a comprehensive benefits package to reflect the dedication and contributions of our employees.


Higher starting salary possible depending on experience level.


For more information on CIA Careers, visit https://www.cia.gov/careers/

How You Will Be Evaluated
You will be evaluated for this job based on how well you meet the qualifications above.
You will be evaluated for this job based on how well you meet the qualifications of the specific position to which you are applying. To view this position's requirements, visit https://www.cia.gov/careers/opportunities/science-technology/data-scientist.html

Background checks and security clearance
Security clearance
Top Secret/SCI
Required Documents

Required Documents
The following items must be attached to your on-line application (PDF format preferred):
Resume.
Cover letter in which you specify your qualifications for this position. Please address why you want to work in this role and what differentiates you from other applicants.
Unofficial transcripts for all degrees.
A writing sample, five (5) pages MAXIMUM, single spaced, technical or analytic paper that focuses on your current area of expertise or interest and is related to your interest in positions at CIA. You can excerpt longer papers.

If you are relying on your education to meet qualification requirements:
Education must be accredited by an accrediting institution recognized by the U.S. Department of Education in order for it to be credited towards qualifications. Therefore, provide only the attendance and/or degrees from schools accredited by accrediting institutions recognized by the U.S. Department of Education .
Failure to provide all of the required information as stated in this vacancy announcement may result in an ineligible rating or may affect the overall rating.
Benefits

Benefits

Review our benefits",Data Scientist
"$70 - $75 an hourContractRequired Skills and Experience3+ years of experience in data analytics, data sciences, mathematics, statistics or data modeling3+ years of industry work experience in SQL, SQL Server Analysis Services, OLAP, DAX, MDX to implement statistical models, and analysis (prediction, classification, clustering, time series forecasting, regression models, etc.)Proficient with SQL Azure, Azure Services and Azure Data FactoryShould have data visualization skills, experience in tools like Power BI, Excel, SQLWhat You Will Be DoingAs the first dedicated Analyst to our capacity management team, you will take a fresh look at what we're measuring and tracking. From there, you will produce and track metrics that drive our capacity decisions and retention as well as define new metrics and conduct analysis to improve the onboarding experience, engagement and conversion of trial users.Interpret data, analyze results using statistical techniques and provide ongoing reports to all meaningful stakeholdersCollaborate with engineering and operations team to develop and implement data collection systems, data analytics and visualizations (dashboards, reports etc.) and other strategies to measure and evaluate KPIsIdentify, analyze, and interpret trends or patterns in complex data setsEnsure data quality, locate and help engineering correct data collection and processing problemsJob Types: Full-time, ContractSalary: $70.00 to $75.00 /hour",Data Scientist
"Temporary, InternshipSlack is looking for interns to work alongside our data scientists for the summer of 2019. These internships are a unique opportunity for those that wish to gain hands-on experience working with data at a fast growing company. You will have the opportunity to join a collaborative group of data scientist who partner closely with Sales, Marketing, and Product to provide visibility into our data, craft narratives, find insights, and provide recommendations.

Requirements:

Currently pursuing a degree in a quantitative field.
Preferred candidates are pursuing advanced degrees in statistics, math, economics, or computer science.
Experience using R, Python, or SQL.
Excellent communication skills and the ability to tell a complete narrative using data.
Ability to connect data analysis to real business problems, in order to impact business performance.
Must be graduating December 2019 or later.

Slack is the collaboration hub of choice for companies of all sizes, all across the world. By using Slack, they ensure that the right people are always in the loop, that key information is always at their fingertips, and new team members can get up to speed easily. With Slack, teams are better connected.
Launched in February 2014, Slack is the fastest growing business application ever and is used by thousands of teams and millions of users every day. We currently have nine offices worldwide, in San Francisco, Vancouver, Dublin, Melbourne, New York, London, Tokyo, Toronto and Denver.
Ensuring a diverse and inclusive workplace where we learn from each other is core to Slack's values. We welcome people of different backgrounds, experiences, abilities and perspectives. We are an equal opportunity employer and a pleasant and supportive place to work. Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.
Come do the best work of your life here at Slack.",Data Science Summer 2019 Intern
"Data Scientist - 28318
Data Science - USA Oldsmar, Florida

Nielsen is the largest measurement company in the world with unique measurement technologies, assets, and data that make it one of the most interesting and challenging places for a data scientist to work. We focus on what consumers watch, listen to, and buy in over 95 countries.
Data Science is core to what Nielsen does, and our research projects have high visibility in directly affecting the results of our business and our clients. This Data Scientist role in the Digital Product team provides an opportunity to contribute to methodological innovation in the exciting and fast-changing world of digital media measurement.This is an ideal position to grow as a researcher, contribute to innovative products, and develop subject-matter expertise in digital methodology and cross-platform audience measurement.
The Digital Product team within the Data Science Watch organization focuses on improving and enhancing Nielsen’s highly successful products out in the marketplace for digital advertising and content measurement. As part of this exciting team, this position will focus on maintaining the highest quality of our products and will act as a champion for our clients on data quality concerns.

Skills Required:
This position requires a detail-oriented person who has experience in data quality research and who enjoys working in a fast-paced environment. Ability to problem-solve, work independently, and see the big picture are keys to success in this position.
Bachelor’s in statistics, economics, quantitative social sciences, operations research, or hard sciences (e.g. engineering, computer science, biology, physics, etc.) with outstanding analytical expertise and strong technical leadership
1-3 years of work experience focusing on the following:
Quality assurance and/or process improvement focused on improving the quality of deliverables.
Creating, organizing, and analyzing very large datasets
Working in computer programming languages, including SQL and PythonExcellent communication skills (written and verbal)Demonstrated experience working in teams

Skills Desired:
Master’s in statistics, data science, applied mathematics, economics, quantitative social sciences, operations research, or hard sciences
Knowledge about trend analyses, multivariate statistics (parametric/ non-parametric), sampling, bias reduction, indirect estimation, data aggregation techniques, automation, generalization
Experience managing portions of complex projects with multiple stakeholders
Experience working with global cross-functional teams of various sizes
Experience with data visualization tools (e.g. Tableau, Spotfire, Microstrategy)
Experience with machine learning techniques
Knowledge of digital audience/media measurement
Experience working with cloud based technologies (e.g. databricks)


Key Responsibilities
Engage is cross-team engineering research to support end-to-end quality.
Maintain and define quality assurance processes across our digital products.
Continuously identify areas for quality improvement, working across key stakeholders.
Work with cross-functional teams to manage quality concerns related to key client hot spots.
Identify new opportunities for enhancing our product offerings, such as by adding different data sources or additional demographic segments.
Document processes and best practices for quality.
Engage in discussions on strategic direction of product from a client perspective.
Stay informed of new research and developments in the field
Confidently represent Data Science methods and approaches to internal and external partners and clients.
Participate in internal and external knowledge exchanges (conferences, workshops, webinars).

#LI-US
#TBTF-123

About Nielsen:
Nielsen N.V. (NYSE: NLSN) is a global performance management company that provides a comprehensive understanding of what consumers Watch and Buy. Nielsen’s Watch segment provides media and advertising clients with Total Audience measurement services across all devices where content — video, audio, and text — is consumed. The Buy segment offers consumer packaged goods manufacturers and retailers the industry’s only global view of retail performance measurement.
By integrating information from its Watch and Buy segments and other data sources, Nielsen provides its clients with both world-class measurement as well as analytics that help improve performance. Nielsen, an S&P 500 company, has operations in over 100 countries that cover more than 90 percent of the world’s population. For more information, visit www.nielsen.com
Nielsen is committed to hiring and retaining a diverse workforce. We are proud to be an Equal Opportunity/Affirmative Action-Employer, making decisions without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability status, age, marital status, protected veteran status or any other protected class.
Job Type: Regular
Primary Location: Oldsmar,Florida
Secondary Locations: MD - Columbia, IL - Chicago, ,
Travel: Yes, 10% of the Time",Data Scientist
"Job Responsibilities
Key member of high-performing team providing fact base and analytical models for sales transformation and sales acceleration activities, for Cisco’s entire sales force.
Develop custom data models and algorithms to apply to data sets. Explore predictive analytics libraries and industry research to select most effective algorithms. Develop testing framework to test model quality.
Collaborate with rest of Sales Analytics team (data engineers, analytics managers and data foundation project managers) to drive company growth, operational efficiency and profitability.
Work with sales stakeholders to identify predictive analysis use cases in support of sales strategy formulation, strategic decision making, salesforce management and sales execution.
Partner with Sales Data Engineers to assess the effectiveness and accuracy of new data sources and data gathering techniques.
Collaborate with other data scientists in IT, operations, services and engineering to greatly improve our seller, partner and customer experiences.
Qualifications
Passion for drawing insights from large data sets using statistical computer languages (R, Python).

Real-world experience with a variety of machine learning techniques (clustering, decision tree learning, neural networks)

Mastery of applying advanced statistical techniques and concepts.

Major in Statistics, Mathematics, Computer Science, Operations Research or another quantitative field.",Data Scientist - Sales Strategy
