Well_ft,Tide_ft,Rain_ft
3.45,-0.10800000000000001,0.0
3.45,0.456,0.0
3.42,0.8859999999999999,0.0
3.42,1.135,0.0
3.42,0.6659999999999999,0.0
3.35,-0.046,0.0
3.35,-0.669,0.0
3.35,-1.25,0.0
3.35,-1.696,0.0
3.35,-1.864,0.0
3.35,-1.673,0.0
3.35,-1.1420000000000001,0.0
3.3,-0.44299999999999995,0.0
3.3,0.19399999999999998,0.0
3.3,0.784,0.0
3.3,1.158,0.0
3.3,1.1059999999999999,0.0
3.3,0.47200000000000003,0.0
3.29,-0.243,0.0
3.29,-0.8170000000000001,0.0
3.29,-1.306,0.0
3.25,-1.6269999999999998,0.0
3.25,-1.6340000000000001,0.0
3.25,-1.214,0.0
3.25,-0.5479999999999999,0.0
3.25,0.036000000000000004,0.0
3.22,0.61,0.0
3.22,1.0170000000000001,0.00020833325
3.22,1.0859999999999999,0.0
3.22,0.643,0.0
3.22,-0.075,0.0
3.22,-0.732,0.0
3.22,-1.2990000000000002,0.0
3.22,-1.703,0.0
3.22,-1.804,0.0
3.22,-1.5219999999999998,0.0
3.22,-0.971,0.0008333335000000001
3.22,-0.302,0.0
3.22,0.308,0.0
3.22,0.833,0.0
3.22,1.115,0.0
3.22,1.001,0.0
3.22,0.364,0.0
3.22,-0.305,0.0
3.22,-0.84,0.0
3.22,-1.325,0.0
3.22,-1.5719999999999998,0.0
3.22,-1.5119999999999998,0.0
3.22,-1.063,0.0
3.22,-0.47600000000000003,0.0
3.22,0.049,0.0
3.16,0.541,0.0
3.16,0.892,0.0
3.16,0.899,0.0
3.15,0.354,0.0
3.15,-0.35100000000000003,0.0
3.15,-0.922,0.0
3.11,-1.4269999999999998,0.0
3.11,-1.788,0.0
3.11,-1.867,0.0
3.11,-1.526,0.0
3.11,-0.988,0.0
3.11,-0.384,0.0
3.11,0.174,0.0
3.11,0.64,0.0
3.07,0.8759999999999999,0.0
3.07,0.6990000000000001,0.0
3.07,0.075,0.0
3.07,-0.535,0.0
3.06,-1.02,0.0
3.06,-1.421,0.0
3.06,-1.614,0.0
3.06,-1.486,0.0
3.06,-1.043,0.0
3.06,-0.489,0.0
3.0,0.016,0.0
3.0,0.42,0.0
3.0,0.6659999999999999,0.0
3.0,0.574,0.0
3.0,-0.016,0.0
3.0,-0.581,0.00041666675000000004
3.0,-1.109,0.0
3.0,-1.545,0.0
3.0,-1.867,0.0
2.96,-1.883,0.0
2.96,-1.5619999999999998,0.0
2.96,-1.01,0.0
2.96,-0.44,0.0
2.96,0.066,0.0
2.96,0.46299999999999997,0.0
2.96,0.6759999999999999,0.0
2.96,0.479,0.0
2.96,-0.11199999999999999,0.0
2.96,-0.6629999999999999,0.0
2.96,-1.053,0.0
2.96,-1.3780000000000001,0.007708333499999999
2.87,-1.5390000000000001,0.0
3.02,-1.3880000000000001,0.0
3.02,-0.988,0.0
3.02,-0.47600000000000003,0.0
3.02,-0.052000000000000005,0.0
3.02,0.308,0.0
3.02,0.525,0.0
3.02,0.344,0.0
3.02,-0.177,0.0
3.02,-0.7020000000000001,0.0
2.99,-1.1840000000000002,0.0
2.99,-1.585,0.0
2.99,-1.814,0.0
2.99,-1.814,0.0
2.99,-1.463,0.0
2.99,-0.971,0.0
2.99,-0.495,0.0
2.99,-0.075,0.0
2.94,0.295,0.0
2.94,0.46299999999999997,0.0
2.94,0.295,0.0
2.94,-0.207,0.0
2.91,-0.653,0.0
2.91,-1.03,0.0
2.91,-1.28,0.0
2.91,-1.3880000000000001,0.0
2.91,-1.2109999999999999,0.0
2.91,-0.8170000000000001,0.0
2.91,-0.374,0.0
2.91,0.013000000000000001,0.0
2.87,0.348,0.0
2.87,0.48200000000000004,0.0
2.87,0.305,0.0
2.87,-0.121,0.0
2.87,-0.581,0.0
2.87,-1.033,0.0
2.87,-1.385,0.0
2.87,-1.594,0.0
2.87,-1.5619999999999998,0.004166666750000001
2.81,-1.214,0.0
2.81,-0.738,0.0
2.81,-0.315,0.0
2.81,0.095,0.0
2.81,0.354,0.00020833325
2.81,0.40700000000000003,0.0
2.81,0.223,0.0
2.81,-0.23,0.0
2.81,-0.594,0.0
2.81,-0.925,0.0
2.78,-1.1520000000000001,0.0
2.78,-1.217,0.0
2.78,-1.056,0.0
2.78,-0.722,0.0
2.78,-0.305,0.0
2.78,0.023,0.0
2.78,0.295,0.00020833325
2.78,0.397,0.000625
2.78,0.243,0.00104166675
2.78,-0.256,0.0
2.78,-0.5579999999999999,0.0
2.78,-0.938,0.0
2.78,-1.23,0.0
2.74,-1.4369999999999998,0.0
2.74,-1.3880000000000001,0.00083333325
2.73,-1.129,0.0
2.73,-0.6659999999999999,0.0
2.73,-0.24,0.0
2.73,0.151,0.0
2.73,0.446,0.0
2.73,0.505,0.0
2.73,0.315,0.0
2.73,-0.016,0.0
2.73,-0.325,0.0
2.73,-0.6890000000000001,0.00020833325
2.73,-0.9059999999999999,0.00020833325
2.73,-1.099,0.00020833325
2.73,-0.892,0.0
2.73,-0.581,0.0
2.7296512935883013,-0.233,0.0
2.729302587176603,0.138,0.0
2.7289538807649043,0.358,0.00020833325
2.728605174353206,0.45299999999999996,0.00020833325
2.7282564679415073,0.259,0.0
2.7279077615298086,-0.046,0.0
2.7275590551181104,-0.41700000000000004,0.0
2.7272103487064117,-0.764,0.0
2.726861642294713,-1.073,0.0
2.7265129358830147,-1.253,0.0
2.726164229471316,-1.23,0.0
2.7258155230596177,-0.997,0.0
2.725466816647919,-0.541,0.0
2.7251181102362203,-0.151,0.0
2.724769403824522,0.226,0.0
2.7244206974128233,0.509,0.0
2.7240719910011246,0.581,0.0
2.7237232845894264,0.41,0.0
2.7233745781777277,0.049,0.0
2.7230258717660294,-0.318,0.0
2.7226771653543307,-0.636,0.0
2.722328458942632,-0.8859999999999999,0.0
2.7219797525309337,-0.997,0.0
2.721631046119235,-0.8759999999999999,0.0
2.7212823397075367,-0.568,0.0
2.720933633295838,-0.22,0.0
2.7205849268841393,0.003,0.00145833325
2.720236220472441,0.243,0.0
2.7198875140607424,0.40399999999999997,0.0
2.7195388076490437,0.364,0.0
2.7191901012373454,0.006999999999999999,0.0
2.7188413948256467,-0.364,0.0
2.7184926884139484,-0.7120000000000001,0.0
2.7181439820022497,-1.0270000000000001,0.0
2.717795275590551,-1.207,0.0
2.7174465691788527,-1.207,0.0
2.717097862767154,-0.965,0.0
2.7167491563554553,-0.574,0.0
2.716400449943757,-0.24,0.0
2.7160517435320584,0.069,0.0
2.71570303712036,0.361,0.00020833325
2.7153543307086614,0.466,0.0
2.7150056242969627,0.335,0.0
2.7146569178852644,-0.052000000000000005,0.0
2.7143082114735657,-0.466,0.0
2.7139595050618674,-0.82,0.0
2.7136107986501687,-1.047,0.0
2.71326209223847,-1.037,0.0
2.7129133858267718,-0.899,0.0
2.712564679415073,-0.591,0.0
2.7122159730033744,-0.256,0.0
2.711867266591676,0.046,0.0
2.7115185601799774,0.354,0.0
2.711169853768279,0.48200000000000004,0.0
2.7108211473565804,0.413,0.0
2.7104724409448817,0.036000000000000004,0.0
2.7101237345331834,-0.387,0.0
2.7097750281214847,-0.7509999999999999,0.0
2.7094263217097865,-1.079,0.0
2.7090776152980878,-1.263,0.0
2.708728908886389,-1.247,0.0
2.708380202474691,-1.0070000000000001,0.0
2.708031496062992,-0.617,0.0
2.7076827896512934,-0.249,0.0
2.707334083239595,0.11199999999999999,0.0
2.7069853768278964,0.361,0.0
2.706636670416198,0.46299999999999997,0.0
2.7062879640044994,0.32799999999999996,0.0
2.7059392575928007,-0.043,0.0
2.7055905511811025,-0.45299999999999996,0.0
2.7052418447694038,-0.794,0.0
2.704893138357705,-1.04,0.0
2.704544431946007,-1.1059999999999999,0.0
2.704195725534308,-0.9420000000000001,0.0
2.70384701912261,-0.633,0.0
2.703498312710911,-0.24,0.00083333325
2.7031496062992124,0.079,0.0
2.702800899887514,0.315,0.0
2.7024521934758154,0.456,0.0
2.702103487064117,0.292,0.0
2.7017547806524185,-0.01,0.0
2.7014060742407198,-0.41700000000000004,0.0
2.7010573678290215,-0.804,0.0
2.700708661417323,-1.119,0.0
2.700359955005624,-1.28,0.0
2.700011248593926,-1.2009999999999998,0.0
2.699662542182227,-0.8859999999999999,0.0
2.699313835770529,-0.45299999999999996,0.0
2.69896512935883,-0.14400000000000002,0.0
2.6986164229471314,0.233,0.0
2.698267716535433,0.5539999999999999,0.0
2.6979190101237345,0.61,0.0
2.6975703037120358,0.312,0.00020833325
2.6972215973003375,-0.138,0.0
2.696872890888639,-0.522,0.0
2.6965241844769405,-0.8759999999999999,0.0
2.696175478065242,-1.135,0.0
2.695826771653543,-1.109,0.0
2.695478065241845,-0.8859999999999999,0.0
2.695129358830146,-0.489,0.0
2.694780652418448,-0.085,0.0
2.694431946006749,0.262,0.0
2.6940832395950505,0.607,0.0
2.693734533183352,0.738,0.0
2.6933858267716535,0.541,0.0
2.693037120359955,0.105,0.0
2.6926884139482565,-0.384,0.0
2.692339707536558,-0.764,0.0
2.6919910011248596,-1.056,0.0
2.691642294713161,-1.155,0.0
2.691293588301462,-1.014,0.0
2.690944881889764,-0.6659999999999999,0.0
2.690596175478065,-0.243,0.0
2.6902474690663665,0.16399999999999998,0.0
2.689898762654668,0.5479999999999999,0.0
2.6895500562429695,0.7709999999999999,0.0
2.6892013498312712,0.7120000000000001,0.0
2.6888526434195725,0.308,0.0
2.688503937007874,-0.16399999999999998,0.0
2.6881552305961756,-0.584,0.0
2.687806524184477,-0.9420000000000001,0.0
2.6874578177727786,-1.112,0.0
2.68710911136108,-1.04,0.0
2.686760404949381,-0.728,0.0
2.686411698537683,-0.266,0.0
2.686062992125984,0.141,0.0
2.6857142857142855,0.545,0.0
2.6853655793025872,0.774,0.0
2.6850168728908885,0.7809999999999999,0.0
2.6846681664791903,0.446,0.0
2.6843194600674916,-0.039,0.0
2.683970753655793,-0.505,0.0
2.6836220472440946,-0.889,0.0
2.683273340832396,-1.135,0.0
2.682924634420697,-1.1320000000000001,0.0
2.682575928008999,-0.8690000000000001,0.00041666675000000004
2.6822272215973,-0.45299999999999996,0.0
2.681878515185602,-0.023,0.0
2.6815298087739032,0.39,0.0
2.6811811023622045,0.7190000000000001,0.0
2.6808323959505063,0.843,0.0
2.6804836895388076,0.6629999999999999,0.0
2.6801349831271093,0.115,0.0
2.6797862767154106,-0.341,0.0
2.679437570303712,-0.7120000000000001,0.0
2.6790888638920136,-1.033,0.0
2.678740157480315,-1.115,0.0
2.678391451068616,-1.01,0.0
2.678042744656918,-0.669,0.0
2.6776940382452192,-0.23,0.0
2.677345331833521,0.177,0.0
2.6769966254218223,0.5539999999999999,0.0
2.6766479190101236,0.7509999999999999,0.0
2.6762992125984253,0.6,0.0
2.6759505061867266,0.171,0.0
2.675601799775028,-0.295,0.0
2.6752530933633296,-0.715,0.0
2.674904386951631,-1.0659999999999998,0.0
2.6745556805399326,-1.24,0.0
2.674206974128234,-1.138,0.0
2.6738582677165352,-0.7909999999999999,0.0
2.673509561304837,-0.302,0.0
2.6731608548931383,0.151,0.0
2.67281214848144,0.5870000000000001,0.0
2.6724634420697413,0.846,0.0
2.6721147356580426,0.823,0.0
2.6717660292463443,0.45899999999999996,0.0
2.6714173228346456,-0.08900000000000001,0.0
2.671068616422947,-0.528,0.0
2.6707199100112486,-0.9279999999999999,0.0
2.67037120359955,-1.135,0.0
2.6700224971878517,-1.0959999999999999,0.0
2.669673790776153,-0.787,0.0
2.6693250843644543,-0.289,0.0
2.668976377952756,0.151,0.00083333325
2.6686276715410573,0.6,0.0
2.6682789651293586,0.8859999999999999,0.0
2.6679302587176603,0.971,0.0
2.6675815523059616,0.725,0.0
2.6672328458942633,0.217,0.00375
2.6668841394825646,-0.282,0.0025
2.666535433070866,-0.6729999999999999,0.0
2.6661867266591677,-1.04,0.0
2.665838020247469,-1.1420000000000001,0.00020833325
2.6654893138357707,-0.978,0.0020833335000000003
2.665140607424072,-0.5579999999999999,0.0
2.6647919010123733,-0.079,0.0
2.664443194600675,0.256,0.0
2.6640944881889763,0.633,0.0
2.6637457817772776,0.7709999999999999,0.0
2.6633970753655793,0.568,0.0
2.6630483689538806,0.049,0.0
2.6626996625421824,-0.423,0.0
2.6623509561304837,-0.853,0.0
2.662002249718785,-1.198,0.0
2.6616535433070867,-1.3219999999999998,0.0
2.661304836895388,-1.1840000000000002,0.0
2.6609561304836893,-0.794,0.0
2.660607424071991,-0.315,0.0
2.6602587176602923,0.138,0.0
2.659910011248594,0.5870000000000001,0.0
2.6595613048368953,0.8859999999999999,0.0
2.6592125984251966,0.853,0.00041666675000000004
2.6588638920134984,0.42,0.00020833325
2.6585151856017997,-0.062,0.00166666675
2.6581664791901014,-0.489,0.0
2.6578177727784027,-0.86,0.00041666675000000004
2.657469066366704,-1.04,0.00041666675000000004
2.6571203599550057,-0.978,0.0
2.656771653543307,-0.6559999999999999,0.0
2.6564229471316083,-0.272,0.0
2.65607424071991,0.14400000000000002,0.0
2.6557255343082113,0.564,0.0
2.655376827896513,0.84,0.0
2.6550281214848144,0.833,0.0
2.6546794150731157,0.387,0.0
2.6543307086614174,-0.213,0.0
2.6539820022497187,-0.6920000000000001,0.0
2.65363329583802,-1.102,0.0
2.6532845894263217,-1.3619999999999999,0.0
2.652935883014623,-1.411,0.00020833325
2.6525871766029248,-1.194,0.00020833325
2.652238470191226,-0.7509999999999999,0.0004166665
2.6518897637795273,-0.23600000000000002,0.00020833325
2.651541057367829,0.2,0.0
2.6511923509561304,0.5579999999999999,0.0
2.650843644544432,0.6890000000000001,0.0
2.6504949381327334,0.495,0.0
2.6501462317210347,0.013000000000000001,0.0
2.6497975253093364,-0.456,0.0
2.6494488188976377,-0.804,0.0
2.649100112485939,-1.109,0.0
2.6487514060742408,-1.2109999999999999,0.0
2.648402699662542,-1.033,0.0
2.648053993250844,-0.669,0.0
2.647705286839145,-0.223,0.0
2.6473565804274464,0.154,0.0
2.647007874015748,0.49200000000000005,0.0
2.6466591676040494,0.6759999999999999,0.0
2.646310461192351,0.535,0.0
2.6459617547806524,0.036000000000000004,0.0
2.6456130483689537,-0.479,0.0
2.6452643419572555,-0.912,0.0
2.6449156355455568,-1.227,0.0
2.644566929133858,-1.3419999999999999,0.0
2.64421822272216,-1.234,0.0
2.643869516310461,-0.853,0.0
2.643520809898763,-0.36700000000000005,0.0
2.643172103487064,0.03,0.0
2.6428233970753654,0.436,0.0
2.642474690663667,0.745,0.0
2.6421259842519684,0.81,0.0
2.6417772778402697,0.40700000000000003,0.0
2.6414285714285715,-0.095,0.0
2.6410798650168728,-0.505,0.0
2.6407311586051745,-0.804,0.0
2.640382452193476,-1.0659999999999998,0.0
2.640033745781777,-1.089,0.0
2.639685039370079,-0.843,0.0
2.63933633295838,-0.423,0.0
2.638987626546682,-0.046,0.0
2.638638920134983,0.27899999999999997,0.0
2.6382902137232844,0.502,0.0
2.637941507311586,0.574,0.0
2.6375928008998875,0.24,0.0
2.6372440944881888,-0.243,0.0
2.6368953880764905,-0.679,0.0
2.636546681664792,-1.06,0.0
2.6361979752530935,-1.2570000000000001,0.0
2.635849268841395,-1.339,0.0
2.635500562429696,-1.099,0.0
2.635151856017998,-0.643,0.0
2.634803149606299,-0.171,0.0
2.634454443194601,0.276,0.0
2.634105736782902,0.64,0.0
2.6337570303712035,0.8170000000000001,0.000625
2.633408323959505,0.7120000000000001,0.00333333325
2.6330596175478065,0.276,0.0
2.632710911136108,-0.187,0.0
2.6323622047244095,-0.5770000000000001,0.0
2.632013498312711,-0.873,0.0008333335000000001
2.6316647919010125,-1.001,0.0
2.631316085489314,-0.915,0.0
2.630967379077615,-0.614,0.0
2.630618672665917,-0.22,0.00020833325
2.630269966254218,0.08900000000000001,0.0
2.6299212598425195,0.397,0.0
2.629572553430821,0.584,0.0
2.6292238470191225,0.591,0.0
2.628875140607424,0.21,0.0
2.6285264341957255,-0.295,0.0
2.628177727784027,-0.7090000000000001,0.0
2.6278290213723285,-1.0759999999999998,0.0
2.62748031496063,-1.306,0.0
2.6271316085489316,-1.26,0.0
2.626782902137233,-0.9940000000000001,0.0
2.626434195725534,-0.535,0.0
2.626085489313836,-0.115,0.0
2.625736782902137,0.285,0.0
2.6253880764904385,0.5770000000000001,0.0
2.62503937007874,0.6920000000000001,0.0
2.6246906636670415,0.512,0.0
2.6243419572553432,0.115,0.00229166675
2.6239932508436445,-0.348,0.00125
2.623644544431946,-0.623,0.0
2.6232958380202476,-0.7809999999999999,0.0
2.622947131608549,-0.9420000000000001,0.0
2.62259842519685,-0.823,0.0
2.622249718785152,-0.43,0.0
2.621901012373453,-0.03,0.0
2.621552305961755,0.312,0.0
2.621203599550056,0.669,0.0014583332500000001
2.6208548931383575,0.807,0.00395833325
2.6205061867266592,0.758,0.00145833325
2.6201574803149605,0.23600000000000002,0.00375
2.6198087739032623,-0.226,0.009375
2.6194600674915636,-0.512,0.00874999975
2.619111361079865,-0.889,0.003125
2.6187626546681666,-1.0170000000000001,0.00791666675
2.618413948256468,-0.922,0.00520833325
2.618065241844769,-0.696,0.00125
2.617716535433071,-0.299,0.0025
2.617367829021372,0.092,0.0037500000000000003
2.617019122609674,0.5539999999999999,0.00270833325
2.6166704161979752,0.879,0.0022916665
2.6163217097862765,0.968,0.0066666667499999995
2.6159730033745783,0.6559999999999999,0.0045833335
2.6156242969628796,0.23,0.0024999997499999997
2.615275590551181,-0.16699999999999998,0.00187499975
2.6149268841394826,-0.456,0.00375
2.614578177727784,-0.561,0.01249999975
2.6142294713160856,-0.5479999999999999,0.00979166675
2.613880764904387,-0.479,0.0008333335000000001
2.613532058492688,-0.266,0.0
2.61318335208099,0.174,0.0
2.6128346456692912,0.387,0.0
2.612485939257593,0.636,0.0
2.6121372328458943,0.705,0.0
2.6117885264341956,0.486,0.0
2.6114398200224973,0.036000000000000004,0.0
2.6110911136107986,-0.364,0.0
2.6107424071991,-0.758,0.0
2.6103937007874016,-0.997,0.0
2.610044994375703,-1.0959999999999999,0.0
2.6096962879640047,-1.05,0.0
2.609347581552306,-0.8140000000000001,0.0
2.6089988751406072,-0.377,0.0
2.608650168728909,-0.013000000000000001,0.0
2.6083014623172103,0.364,0.0
2.6079527559055116,0.617,0.0
2.6076040494938133,0.682,0.0
2.6072553430821146,0.39399999999999996,0.000625
2.6069066366704163,0.03,0.0
2.6065579302587176,-0.318,0.0
2.606209223847019,-0.6859999999999999,0.0
2.6058605174353207,-0.879,0.0
2.605511811023622,-0.925,0.0
2.6051631046119237,-0.8140000000000001,0.0
2.604814398200225,-0.528,0.0
2.6044656917885263,-0.213,0.0
2.604116985376828,0.02,0.0
2.6037682789651293,0.19,0.0
2.6034195725534306,0.299,0.0
2.6030708661417323,0.131,0.0
2.6027221597300336,-0.312,0.0
2.6023734533183354,-0.732,0.0
2.6020247469066367,-1.0959999999999999,0.0
2.601676040494938,-1.339,0.0
2.6013273340832397,-1.46,0.0
2.600978627671541,-1.4069999999999998,0.0
2.6006299212598423,-1.053,0.0
2.600281214848144,-0.594,0.0
2.5999325084364453,-0.23,0.0
2.599583802024747,0.115,0.0
2.5992350956130483,0.40399999999999997,0.0
2.5988863892013496,0.509,0.0
2.5985376827896514,0.27899999999999997,0.0
2.5981889763779527,-0.105,0.0
2.5978402699662544,-0.47600000000000003,0.0
2.5974915635545557,-0.784,0.0
2.597142857142857,-0.9940000000000001,0.0
2.5967941507311587,-1.06,0.0
2.59644544431946,-0.9059999999999999,0.0
2.5960967379077613,-0.5870000000000001,0.0
2.595748031496063,-0.226,0.0
2.5953993250843643,0.069,0.0
2.595050618672666,0.325,0.0
2.5947019122609674,0.469,0.0
2.5943532058492687,0.308,0.0
2.5940044994375704,-0.11199999999999999,0.0
2.5936557930258717,-0.528,0.0
2.593307086614173,-0.892,0.0
2.5929583802024747,-1.1909999999999998,0.0
2.592609673790776,-1.3419999999999999,0.0
2.5922609673790777,-1.28,0.0
2.591912260967379,-0.9940000000000001,0.0
2.5915635545556803,-0.5479999999999999,0.0
2.591214848143982,-0.161,0.0
2.5908661417322834,0.18,0.0
2.590517435320585,0.45899999999999996,0.0
2.5901687289088864,0.551,0.0
2.5898200224971877,0.325,0.0
2.5894713160854894,-0.125,0.0
2.5891226096737907,-0.479,0.0
2.588773903262092,-0.84,0.0
2.5884251968503937,-1.119,0.0
2.588076490438695,-1.22,0.0
2.5877277840269968,-1.089,0.0
2.587379077615298,-0.6920000000000001,0.0
2.5870303712035994,-0.276,0.0
2.586681664791901,0.055999999999999994,0.0
2.5863329583802024,0.344,0.0
2.5859842519685037,0.564,0.0
2.5856355455568054,0.44,0.0
2.5852868391451067,-0.003,0.0
2.5849381327334084,-0.45899999999999996,0.0
2.5845894263217097,-0.856,0.0
2.584240719910011,-1.2009999999999998,0.0
2.5838920134983128,-1.385,0.0
2.583543307086614,-1.355,0.0
2.583194600674916,-1.0659999999999998,0.0
2.582845894263217,-0.63,0.0
2.5824971878515184,-0.22,0.0
2.58214848143982,0.174,0.0
2.5817997750281214,0.515,0.0
2.5814510686164227,0.659,0.0
2.5811023622047244,0.45899999999999996,0.0
2.5807536557930257,-0.055999999999999994,0.0
2.5804049493813275,-0.531,0.0
2.5800562429696288,-0.945,0.0
2.57970753655793,-1.237,0.0
2.579358830146232,-1.339,0.0
2.579010123734533,-1.161,0.0
2.5786614173228344,-0.797,0.0
2.578312710911136,-0.358,0.0
2.5779640044994374,0.036000000000000004,0.0
2.577615298087739,0.397,0.0
2.5772665916760404,0.64,0.0
2.5769178852643417,0.591,0.0
2.5765691788526435,0.098,0.0
2.5762204724409448,-0.433,0.0
2.5758717660292465,-0.915,0.0
2.575523059617548,-1.306,0.0
2.575174353205849,-1.5490000000000002,0.0
2.574825646794151,-1.486,0.0
2.574476940382452,-1.165,0.0
2.5741282339707534,-0.7120000000000001,0.0
2.573779527559055,-0.27899999999999997,0.0
2.5734308211473564,0.157,0.0
2.573082114735658,0.522,0.0
2.5727334083239595,0.6920000000000001,0.0
2.5723847019122608,0.518,0.0
2.5720359955005625,-0.033,0.0
2.571687289088864,-0.61,0.0
2.571338582677165,-1.102,0.0
2.570989876265467,-1.46,0.0
2.570641169853768,-1.5190000000000001,0.0
2.57029246344207,-1.266,0.0
2.569943757030371,-0.84,0.0
2.5695950506186724,-0.295,0.0
2.569246344206974,0.19,0.0
2.5688976377952755,0.653,0.0
2.568548931383577,0.951,0.0
2.5682002249718785,0.971,0.0
2.56785151856018,0.495,0.0
2.5675028121484815,-0.131,0.0
2.567154105736783,-0.715,0.0
2.5668053993250846,-1.171,0.0
2.566456692913386,-1.421,0.0
2.566107986501687,-1.3780000000000001,0.0
2.565759280089989,-1.043,0.0
2.56541057367829,-0.512,0.0
2.5650618672665915,0.043,0.0
2.564713160854893,0.604,0.0
2.5643644544431945,1.07,0.0
2.564015748031496,1.22,0.0
2.5636670416197975,0.988,0.0
2.563318335208099,0.358,0.0
2.5629696287964006,-0.26899999999999996,0.0
2.562620922384702,-0.833,0.0
2.562272215973003,-1.1520000000000001,0.0
2.561923509561305,-1.181,0.0
2.561574803149606,-0.919,0.0
2.561226096737908,-0.505,0.0
2.560877390326209,0.052000000000000005,0.0
2.5605286839145105,0.6920000000000001,0.0
2.5601799775028122,1.22,0.0
2.5598312710911135,1.591,0.0
2.5594825646794153,1.5290000000000001,0.0
2.5591338582677166,0.9840000000000001,0.0
2.558785151856018,0.308,0.0
2.5584364454443196,-0.331,0.0
2.558087739032621,-0.853,0.0
2.557739032620922,-1.1320000000000001,0.0
2.557390326209224,-1.056,0.0
2.557041619797525,-0.745,0.0
2.5566929133858265,-0.16699999999999998,0.0
2.5563442069741282,0.413,0.0
2.5559955005624295,0.997,0.0
2.5556467941507313,1.4169999999999998,0.0
2.5552980877390326,1.5390000000000001,0.0
2.554949381327334,1.109,0.0
2.5546006749156356,0.42,0.0
2.554251968503937,-0.233,0.0
2.5539032620922386,-0.794,0.0
2.55355455568054,-1.1909999999999998,0.0
2.553205849268841,-1.2890000000000001,0.0
2.552857142857143,-0.997,0.0
2.5525084364454442,-0.45299999999999996,0.0
2.552159730033746,0.16399999999999998,0.0
2.5518110236220473,0.8009999999999999,0.0
2.5514623172103486,1.375,0.0
2.5511136107986503,1.722,0.0
2.5507649043869516,1.604,0.0
2.550416197975253,0.958,0.0
2.5500674915635546,0.292,0.0
2.549718785151856,-0.315,0.0
2.5493700787401576,-0.81,0.0
2.549021372328459,-1.043,0.0
2.5486726659167602,-0.9279999999999999,0.0
2.548323959505062,-0.535,0.0
2.5479752530933633,0.036000000000000004,0.0
2.5476265466816645,0.696,0.0
2.5472778402699663,1.2830000000000001,0.0
2.5469291338582676,1.66,0.0
2.5465804274465693,1.6669999999999998,0.0
2.5462317210348706,1.073,0.0
2.545883014623172,0.335,0.0
2.5455343082114736,-0.312,0.0
2.545185601799775,-0.8690000000000001,0.0
2.5448368953880767,-1.2930000000000001,0.0
2.544488188976378,-1.345,0.0
2.5441394825646793,-0.9840000000000001,0.0
2.543790776152981,-0.39399999999999996,0.0
2.5434420697412823,0.249,0.0
2.5430933633295836,0.879,0.0
2.5427446569178853,1.44,0.0
2.5423959505061866,1.683,0.0
2.5420472440944883,1.499,0.0
2.5416985376827896,0.8140000000000001,0.0
2.541349831271091,0.105,0.0
2.5410011248593927,-0.486,0.0
2.540652418447694,-0.965,0.0
2.5403037120359953,-1.194,0.0
2.539955005624297,-1.0659999999999998,0.0
2.5396062992125983,-0.5770000000000001,0.0
2.5392575928009,0.036000000000000004,0.0
2.5389088863892013,0.627,0.0
2.5385601799775026,1.1420000000000001,0.0
2.5382114735658043,1.44,0.0
2.5378627671541056,1.2830000000000001,0.0
2.5375140607424074,0.65,0.0
2.5371653543307087,-0.026000000000000002,0.0
2.53681664791901,-0.64,0.0
2.5364679415073117,-1.181,0.0
2.536119235095613,-1.493,0.0
2.5357705286839143,-1.4469999999999998,0.0
2.535421822272216,-1.056,0.0
2.5350731158605173,-0.39399999999999996,0.0
2.534724409448819,0.26899999999999996,0.0
2.5343757030371203,0.902,0.0
2.5340269966254216,1.4269999999999998,0.0
2.5336782902137234,1.6340000000000001,0.0
2.5333295838020247,1.358,0.0
2.532980877390326,0.653,0.0
2.5326321709786277,0.003,0.0
2.532283464566929,-0.545,0.0
2.5319347581552307,-0.961,0.0
2.531586051743532,-1.102,0.0
2.5312373453318333,-0.853,0.0
2.530888638920135,-0.318,0.0
2.5305399325084363,0.266,0.0
2.530191226096738,0.81,0.0
2.5298425196850394,1.276,0.0
2.5294938132733407,1.486,0.0
2.5291451068616424,1.2109999999999999,0.0
2.5287964004499437,0.541,0.0
2.528447694038245,-0.08199999999999999,0.0
2.5280989876265467,-0.6890000000000001,0.0
2.527750281214848,-1.194,0.0
2.5274015748031498,-1.44,0.0
2.527052868391451,-1.4240000000000002,0.0
2.5267041619797523,-1.043,0.0
2.526355455568054,-0.45899999999999996,0.0
2.5260067491563554,0.138,0.0
2.5256580427446567,0.7190000000000001,0.0
2.5253093363329584,1.1520000000000001,0.0
2.5249606299212597,1.2930000000000001,0.0
2.5246119235095614,0.909,0.0
2.5242632170978627,0.19699999999999998,0.0
2.523914510686164,-0.36700000000000005,0.0
2.5235658042744658,-0.853,0.0
2.523217097862767,-1.1909999999999998,0.0
2.522868391451069,-1.27,0.0
2.52251968503937,-0.9740000000000001,0.0
2.5221709786276714,-0.47200000000000003,0.0
2.521822272215973,0.036000000000000004,0.0
2.5214735658042744,0.512,0.0
2.5211248593925757,0.919,0.0
2.5207761529808774,1.0759999999999998,0.0
2.5204274465691787,0.7809999999999999,0.0
2.5200787401574805,0.171,0.0
2.5197300337457817,-0.397,0.0
2.519381327334083,-0.909,0.0
2.519032620922385,-1.339,0.0
2.518683914510686,-1.5030000000000001,0.0
